sim_time,vehicle_id,vehicle_type,tls_id,lane_id,position,speed,priority_granted,phase_index,note,actual_delay
13,t1B3-b2739-sl4.0,bus,GS_cluster_444570416_7059565461,755844281#0_0,42.600969809728525,0.029900752656242983,yes,0,green granted after 3s,3
25,t1B3-b2739-sl4.0,bus,GS_cluster_444570416_7059565461,755844281#0_0,47.09938823563684,2.2447568947682157,yes,0,green granted after 3s,3
27,1,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,-13435460#9_0,257.7677249558474,0.39838657738263034,yes,2,green granted after 3s,3
31,12,DEFAULT_VEHTYPE,122960160,599510795#3_0,52.40875450200401,11.839489571144803,yes,0,green granted after 3s,3
35,t1B3-b2739-sl4.0,bus,GS_cluster_444570416_7059565461,755844281#0_1,58.160160220965594,0.0,yes,0,green granted after 3s,3
41,12,DEFAULT_VEHTYPE,122804862,604060313_0,2.9021430760190157,5.948879774680714,yes,0,green granted after 3s,3
52,10,DEFAULT_VEHTYPE,123155447,405276988#6_0,0.7199879585506039,7.775841826190089,yes,4,green granted after 3s,3
62,23,DEFAULT_VEHTYPE,GS_cluster_444570416_7059565461,-1257699425#1_0,3.918626261280905,0.0018324618568208106,yes,4,green granted after 3s,3
62,4,DEFAULT_VEHTYPE,123155447,1063161984_0,18.318954488267774,7.32026742293965,yes,0,green granted after 3s,3
65,12,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,604060314#5_0,88.16072936208079,2.574158200710249,yes,2,green granted after 3s,3
75,2,DEFAULT_VEHTYPE,123284068,-406259780#0_0,19.617595993969804,15.663203705497308,yes,0,green granted after 3s,3
75,17,DEFAULT_VEHTYPE,5703666296,1194285983#0_0,21.70843473117229,8.518508793972433,yes,0,green granted after 3s,3
75,t1B3-b2739-sl4.0,bus,cluster_322079583_7059565429_7059565430_7059565458,755844263_0,6.211943511291786,2.947404022794217,yes,0,green granted after 3s,3
78,11,DEFAULT_VEHTYPE,123155447,405276988#6_0,77.02607684328014,8.70799039511867,yes,4,green granted after 3s,3
86,2,DEFAULT_VEHTYPE,122793100,-406259069_0,2.4506045455731176,12.414278811761521,yes,0,green granted after 3s,3
90,30,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,755844260#0_0,33.32217730892915,3.0593394891303523,yes,4,green granted after 3s,3
92,13,DEFAULT_VEHTYPE,122793092,406264569#0_2,7.009479141621817,7.86319661634043,yes,6,green granted after 3s,3
96,24,DEFAULT_VEHTYPE,122793100,1051736211#16_0,4.666252224424589,6.110203798563465,yes,2,green granted after 3s,3
98,1,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,406258116#0_0,8.34834823548996,6.43768021196612,yes,0,green granted after 3s,3
99,t1B3-b2739-sl4.0,bus,cluster_461492468_7059565454,755844262#0_0,29.13320036007557,1.5443168743367877,yes,0,green granted after 3s,3
102,17,DEFAULT_VEHTYPE,122804862,1194285986_0,55.88195091043019,4.626309424072714,yes,2,green granted after 3s,3
103,12,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,-4480316#1_1,55.88429743138806,4.573307877181904,yes,4,green granted after 3s,3
108,49,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,604060314#5_0,12.69234993747581,12.99278510637734,yes,2,green granted after 3s,3
109,6,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,406258116#0_0,22.44920188321977,10.366475523248695,yes,0,green granted after 3s,3
111,28,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.91051677780319,2.5581241799494157,yes,0,green granted after 3s,3
111,t1B3-b2739-sl4.0,bus,cluster_461492468_7059565454,755844262#0_0,29.53419111104761,0.005768014697929765,yes,0,green granted after 3s,3
119,18,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,406234624#0_0,14.19028907966235,14.907374322236457,yes,4,green granted after 3s,3
120,57,DEFAULT_VEHTYPE,122793092,406259061#6_1,0.9571685639977758,9.570373797698348,yes,0,green granted after 3s,3
120,42,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,406242924#0_1,8.890966538492236,10.591946579781242,yes,4,green granted after 3s,3
125,43,DEFAULT_VEHTYPE,122960160,-13345308#15_0,54.7541897528318,0.5793998441581926,yes,2,green granted after 3s,3
127,28,DEFAULT_VEHTYPE,268161337,604060296#1_1,57.019945169860506,3.812660731005378,yes,2,green granted after 3s,3
127,29,DEFAULT_VEHTYPE,GS_cluster_122793088_856214935,-406259065#2_1,35.39531160095708,0.30409565205911404,yes,0,green granted after 3s,3
129,30,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,1065518636#0_2,40.69570153314248,0.8436593854189987,yes,0,green granted after 3s,3
130,17,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,604060314#5_0,88.2193070710972,1.644545862707214,yes,2,green granted after 3s,3
132,8,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.11282333786245,4.225511739933674,yes,0,green granted after 3s,3
133,55,DEFAULT_VEHTYPE,GS_cluster_444570416_7059565461,406232658#0_2,24.345394275788763,0.4798816971287833,yes,0,green granted after 3s,3
135,64,DEFAULT_VEHTYPE,cluster_322079583_7059565429_7059565430_7059565458,406232660_2,3.444604622530343,4.928984984870665,yes,0,green granted after 3s,3
138,43,DEFAULT_VEHTYPE,cluster_122966911_7059565450,-599510795#2_0,49.224218779135796,6.275007311498447,yes,4,green granted after 3s,3
147,13,DEFAULT_VEHTYPE,122793100,406259066_0,22.00494810790971,0.29122205719960864,yes,0,green granted after 3s,3
147,66,DEFAULT_VEHTYPE,cluster_461492468_7059565454,406232643#0_0,5.442394201983184,5.904136613397345,yes,0,green granted after 3s,3
148,8,DEFAULT_VEHTYPE,268161337,604060296#1_1,8.916281810926165,13.510741621667055,yes,2,green granted after 3s,3
149,49,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,-4480316#1_1,5.446584428451949,10.474787260989844,yes,4,green granted after 3s,3
150,48,DEFAULT_VEHTYPE,cluster_322079583_7059565429_7059565430_7059565458,755844258#2_0,3.293005733691924,5.334170144618265,yes,4,green granted after 3s,3
151,t1B3-b2739-sl4.0,bus,cluster_122966911_7059565450,755844261#0_0,40.44347254253552,2.568959361063475,yes,0,green granted after 3s,3
154,18,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406233349#0_1,16.284986111244812,12.403971703423537,yes,4,green granted after 3s,3
156,9,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,4.088717020024539,8.929645204878508,yes,0,green granted after 3s,3
157,58,DEFAULT_VEHTYPE,cluster_1429750612_1429750625,406231989_0,37.80305460626595,0.5770991816580079,yes,0,green granted after 3s,3
162,76,DEFAULT_VEHTYPE,123155447,1063161984_0,1.6685994916548985,21.152343719918285,yes,0,green granted after 3s,3
167,32,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,406241587#7_0,53.73249449768239,30.99306550722958,yes,0,green granted after 3s,3
171,9,DEFAULT_VEHTYPE,268161337,604060296#1_1,10.438279314596961,15.959916497548365,yes,2,green granted after 3s,3
171,t163-b2736-sl4.0,bus,268161552,604060297_0,84.93291720296813,4.8363346476480515,yes,0,green granted after 3s,3
171,48,DEFAULT_VEHTYPE,cluster_461492468_7059565454,755844262#0_0,28.291828264408785,1.6676984244032769,yes,0,green granted after 3s,3
172,1,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,-412227861_1,0.9114219641865731,13.005465473580694,yes,5,green granted after 3s,3
173,49,DEFAULT_VEHTYPE,2030551464,640278675_1,16.450073275384746,7.370253043006222,yes,0,green granted after 3s,3
174,17,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,-4480316#1_1,57.33316577907745,3.0908781402055845,yes,4,green granted after 3s,3
175,73,DEFAULT_VEHTYPE,122793100,406259066_0,22.05262314039889,0.2511006801948794,yes,0,green granted after 3s,3
176,4,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.367100681728374,4.603950295914267,yes,0,green granted after 3s,3
176,58,DEFAULT_VEHTYPE,GS_cluster_444570416_7059565461,755844281#0_1,56.94847636891072,1.5010150203072392,yes,0,green granted after 3s,3
176,2,DEFAULT_VEHTYPE,122793092,-406259063#1_0,18.546608551478595,7.773156157042832,yes,0,green granted after 3s,3
180,29,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,1020225870#0_2,2.4088278928677944,8.103673965972849,yes,2,green granted after 3s,3
183,75,DEFAULT_VEHTYPE,5703666296,1194285983#0_0,19.658517556137234,7.853889098460787,yes,0,green granted after 3s,3
184,18,DEFAULT_VEHTYPE,cluster_122966911_7059565450,406232641#0_0,45.45150389547087,3.281800234115133,yes,0,green granted after 3s,3
185,69,DEFAULT_VEHTYPE,123155447,-406219018_0,27.5147469307204,4.324960470186429,yes,0,green granted after 3s,3
187,62,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,406242924#0_1,16.1490689950703,6.937219308596105,yes,4,green granted after 3s,3
189,91,DEFAULT_VEHTYPE,cluster_322079583_7059565429_7059565430_7059565458,755844263_2,1.4164292844187818,3.935313961311504,yes,0,green granted after 3s,3
191,4,DEFAULT_VEHTYPE,268161337,604060296#1_1,56.4356387941073,6.224729015935281,yes,2,green granted after 3s,3
191,37,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.127312478732343,4.84232534516973,yes,0,green granted after 3s,3
197,87,DEFAULT_VEHTYPE,123155447,405276988#6_0,83.19654328396491,9.021004433481282,yes,4,green granted after 3s,3
197,1,DEFAULT_VEHTYPE,268161552,334631554#0_2,375.87875513489666,5.4798884469575295,yes,2,green granted after 3s,3
198,83,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,1020225870#0_0,23.586751567939444,5.106292237929853,yes,0,green granted after 3s,3
198,17,DEFAULT_VEHTYPE,2030551464,640278675_1,26.926381597272233,10.519731284033933,yes,0,green granted after 3s,3
199,92,DEFAULT_VEHTYPE,1166628271,101001204_1,179.2441083890479,6.6808908889746474,yes,0,green granted after 3s,3
200,2,DEFAULT_VEHTYPE,GS_cluster_122793088_856214935,-406259065#2_0,36.30894289446529,6.890423638430542,yes,0,green granted after 3s,3
203,t1B3-b2739-sl4.0,bus,GS_cluster_7059565448_7059565449_7464757604_939854561,755844260#0_0,33.57794567108607,0.21610902841333002,yes,4,green granted after 3s,3
205,41,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.278740760899147,2.232236621121742,yes,0,green granted after 3s,3
206,37,DEFAULT_VEHTYPE,268161337,604060296#1_1,55.12486682106461,7.434474748660819,yes,2,green granted after 3s,3
206,64,DEFAULT_VEHTYPE,cluster_122966911_7059565450,755844261#0_0,40.22846139323624,0.7050643899584683,yes,0,green granted after 3s,3
209,75,DEFAULT_VEHTYPE,122804862,1194285986_0,56.48840079897642,1.115382370598275,yes,2,green granted after 3s,3
210,61,DEFAULT_VEHTYPE,GS_cluster_122793088_856214935,406241596#0_2,42.18424764815346,2.2967613991617952,yes,4,green granted after 3s,3
210,91,DEFAULT_VEHTYPE,GS_cluster_444570416_7059565461,406232658#0_0,4.7547804608449304,5.550716593424641,yes,0,green granted after 3s,3
211,78,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,406234624#0_0,73.93372185086923,4.022518514501833,yes,4,green granted after 3s,3
211,12,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,405546347#0_0,18.904358042752996,8.039779436459725,yes,0,green granted after 3s,3
212,44,DEFAULT_VEHTYPE,1166628271,604060294#0_3,13.957768364915488,19.948131306807202,yes,2,green granted after 3s,3
214,58,DEFAULT_VEHTYPE,cluster_322079583_7059565429_7059565430_7059565458,755844263_0,16.76211376634471,7.287464274372907,yes,0,green granted after 3s,3
218,83,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,1020225870#0_2,0.8815989205812897,7.339477575686761,yes,2,green granted after 3s,3
219,88,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,406241587#7_0,32.783985115978396,27.676731179468547,yes,0,green granted after 3s,3
221,107,DEFAULT_VEHTYPE,122960160,599510795#3_0,57.576273892656886,8.495538778277112,yes,0,green granted after 3s,3
221,41,DEFAULT_VEHTYPE,268161337,604060296#1_1,53.79265426431772,7.331758617559559,yes,2,green granted after 3s,3
223,59,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,32.113008955080055,3.071496546715194,yes,0,green granted after 3s,3
227,103,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406242646#0_3,11.74029910485904,9.127496935755055,yes,0,green granted after 3s,3
228,26,DEFAULT_VEHTYPE,123155447,-406219018_0,1.7534887030750586,5.509928893355348,yes,0,green granted after 3s,3
230,100,DEFAULT_VEHTYPE,122804862,604060313_0,0.17924057456394138,7.477576895663515,yes,0,green granted after 3s,3
232,58,DEFAULT_VEHTYPE,cluster_461492468_7059565454,755844262#0_0,28.472440014718963,0.18987955857631605,yes,0,green granted after 3s,3
234,12,DEFAULT_VEHTYPE,268161552,334631554#0_0,378.0446320169568,2.2464732109706746,yes,2,green granted after 3s,3
236,61,DEFAULT_VEHTYPE,122793092,406259061#6_0,39.5309562412519,3.5090767569588515,yes,0,green granted after 3s,3
236,75,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,604060314#5_0,88.82911993531603,4.391511919917424,yes,2,green granted after 3s,3
237,48,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,755844260#0_1,32.59122355409525,2.501682537560252,yes,4,green granted after 3s,3
237,28,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,-406258115#1_0,18.10252940397017,7.594709244044498,yes,4,green granted after 3s,3
238,72,DEFAULT_VEHTYPE,123155447,405276988#6_0,86.23727946100564,6.335828271483116,yes,4,green granted after 3s,3
239,59,DEFAULT_VEHTYPE,268161337,604060296#1_1,57.39983776669577,3.9672916743152857,yes,2,green granted after 3s,3
240,38,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,-412227861_1,19.154549526931454,8.719297234271654,yes,5,green granted after 3s,3
241,118,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,406241587#7_1,36.1377259765286,11.047344467206857,yes,0,green granted after 3s,3
244,101,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.405826457877367,4.289519461940312,yes,0,green granted after 3s,3
245,t1B3-b2739-sl4.0,bus,GS_cluster_268161414_5950715985,1065518636#0_0,31.311090916208123,0.2651975988774953,yes,0,green granted after 3s,3
245,96,DEFAULT_VEHTYPE,2030551464,640278675_2,8.065530460355053,5.315236406766697,yes,0,green granted after 3s,3
248,94,DEFAULT_VEHTYPE,122960160,599510795#3_0,7.2096694704061015,17.821914916357777,yes,0,green granted after 3s,3
248,78,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406233349#0_1,53.75002887418976,0.697861824586321,yes,4,green granted after 3s,3
248,5,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,-406258115#1_1,4.146867814646043,8.5310394479328,yes,4,green granted after 3s,3
252,12,DEFAULT_VEHTYPE,1166628271,604060294#0_0,32.67429196937416,20.743862505352354,yes,2,green granted after 3s,3
252,100,DEFAULT_VEHTYPE,cluster_268162626_7464757606_939854537,604060314#5_0,88.1117143159393,0.8765099509917312,yes,2,green granted after 3s,3
254,97,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,-412227861_1,1.9970379722619498,14.167844409687222,yes,5,green granted after 3s,3
255,85,DEFAULT_VEHTYPE,5703666296,1194285983#0_0,19.839511919376854,8.423540158779362,yes,0,green granted after 3s,3
256,94,DEFAULT_VEHTYPE,122804862,604060313_0,125.59643586987934,4.773790587026404,yes,0,green granted after 3s,3
257,27,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,30.33612736893021,5.7688846027893526,yes,0,green granted after 3s,3
258,103,DEFAULT_VEHTYPE,cluster_122966911_7059565450,406232641#0_0,45.58785346565915,0.9324969954889737,yes,0,green granted after 3s,3
259,96,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,630143603_0,31.895841332853344,14.43421434905421,yes,0,green granted after 3s,3
264,38,DEFAULT_VEHTYPE,268161552,334631554#0_3,377.0608952761326,5.504700590882798,yes,2,green granted after 3s,3
268,53,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,32.03499706392734,3.9658072519122136,yes,0,green granted after 3s,3
269,57,DEFAULT_VEHTYPE,cluster_461492468_7059565454,406232643#0_1,19.070343401613556,7.6107535848394035,yes,0,green granted after 3s,3
272,27,DEFAULT_VEHTYPE,268161337,604060296#1_1,56.36382675466824,6.376548352757032,yes,2,green granted after 3s,3
275,64,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,1065518636#0_2,26.21511008377922,0.041808182582435044,yes,0,green granted after 3s,3
276,74,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,406258116#0_0,21.567149769251024,9.628576768323065,yes,0,green granted after 3s,3
277,97,DEFAULT_VEHTYPE,268161552,334631554#0_3,376.91001852927354,3.9151079534357294,yes,2,green granted after 3s,3
278,130,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406233349#0_0,53.711667343825404,1.7991414504497198,yes,4,green granted after 3s,3
279,5,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,406241587#7_0,57.3668033309592,7.274903438126282,yes,0,green granted after 3s,3
280,38,DEFAULT_VEHTYPE,1166628271,604060294#0_1,215.54066253246856,4.63378020547771,yes,2,green granted after 3s,3
280,78,DEFAULT_VEHTYPE,cluster_122966911_7059565450,406232641#0_0,45.65313475731854,1.9397779215884405,yes,0,green granted after 3s,3
280,120,DEFAULT_VEHTYPE,123155447,1063161984_1,15.096675418212437,9.482041128870888,yes,2,green granted after 3s,3
281,85,DEFAULT_VEHTYPE,122804862,1194285986_0,56.34683791360703,0.6805527878252539,yes,2,green granted after 3s,3
283,53,DEFAULT_VEHTYPE,268161337,604060296#1_1,50.70779552501375,3.813593052207601,yes,2,green granted after 3s,3
285,71,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.498899105941874,2.183964392711371,yes,0,green granted after 3s,3
285,64,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,1065518636#0_2,20.45985378842625,7.1897497042737095,yes,0,green granted after 3s,3
286,111,DEFAULT_VEHTYPE,cluster_322079583_7059565429_7059565430_7059565458,755844263_0,4.279897574066297,9.92194130760425,yes,0,green granted after 3s,3
288,83,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,-412227861_1,11.200930054507639,0.24545076728561016,yes,5,green granted after 3s,3
289,96,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406233349#0_1,52.94162083911337,2.0726627633477226,yes,4,green granted after 3s,3
289,123,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,1020225870#0_2,1.841548777995453,6.086244628435067,yes,2,green granted after 3s,3
293,97,DEFAULT_VEHTYPE,1166628271,604060294#0_2,213.1186981677557,5.889025307679088,yes,2,green granted after 3s,3
293,104,DEFAULT_VEHTYPE,122960160,-604060313_0,13.518539162506091,20.773857533870167,yes,0,green granted after 3s,3
295,94,DEFAULT_VEHTYPE,5703666296,-1194285985#1_1,7.5600499040736615,5.069449257292188,yes,0,green granted after 3s,3
295,76,DEFAULT_VEHTYPE,268161337,604060296#1_1,31.648864291334654,14.646714262216731,yes,2,green granted after 3s,3
297,92,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,29.986775487770046,5.471416771262234,yes,0,green granted after 3s,3
300,24,DEFAULT_VEHTYPE,cluster_11500662930_268161351_268161547,-412227861_1,0.1321346861561672,12.06649556539338,yes,5,green granted after 3s,3
300,104,DEFAULT_VEHTYPE,cluster_122966911_7059565450,-599510795#2_0,54.14289229851682,7.898647021489998,yes,4,green granted after 3s,3
305,111,DEFAULT_VEHTYPE,cluster_461492468_7059565454,755844262#0_0,17.702534586701894,12.099857633446774,yes,0,green granted after 3s,3
306,124,DEFAULT_VEHTYPE,2030551464,192503236#0_2,18.337143699099716,16.134388197847212,yes,2,green granted after 3s,3
308,9,DEFAULT_VEHTYPE,GS_cluster_343596914_939854645,-406258115#1_0,20.824861175231423,8.768923957133666,yes,4,green granted after 3s,3
308,100,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,-4480316#1_1,18.293238239467996,7.51922974009067,yes,4,green granted after 3s,3
312,92,DEFAULT_VEHTYPE,268161337,604060296#1_2,56.06556935606869,5.350806376368087,yes,2,green granted after 3s,3
313,150,DEFAULT_VEHTYPE,GS_cluster_7059565448_7059565449_7464757604_939854561,406242646#0_0,6.605643578956538,6.7285982685048875,yes,0,green granted after 3s,3
317,87,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.339719922213142,3.8373572325610743,yes,0,green granted after 3s,3
317,130,DEFAULT_VEHTYPE,GS_cluster_123583539_939854594,406242635#2_0,7.331310377776514,16.881045681120867,yes,0,green granted after 3s,3
317,t1B3-b2739-sl4.0,bus,2030551464,640278675_0,6.892285543285599,3.209752290160395,yes,0,green granted after 3s,3
318,83,DEFAULT_VEHTYPE,268161552,334631554#0_2,19.912618343252337,19.76672706718755,yes,2,green granted after 3s,3
319,124,DEFAULT_VEHTYPE,GS_cluster_268161414_5950715985,630143603_1,68.02946967657283,1.9669175075133651,yes,0,green granted after 3s,3
319,96,DEFAULT_VEHTYPE,cluster_122966911_7059565450,406232641#0_0,45.40731598791078,1.4556580526114864,yes,0,green granted after 3s,3
321,86,DEFAULT_VEHTYPE,1166628271,101001204_1,3.995695050879714,5.432110552657023,yes,0,green granted after 3s,3
322,45,DEFAULT_VEHTYPE,GS_cluster_122793088_856214935,406241596#0_2,4.954877549806611,8.956663619380274,yes,4,green granted after 3s,3
327,81,DEFAULT_VEHTYPE,GS_1166628306,405545577#4_1,31.811468433082105,3.7028603468183263,yes,0,green granted after 3s,3
