vehicle_id,vehicle_type,start_time,end_time,duration
3,DEFAULT_VEHTYPE,6,64,58
0,DEFAULT_VEHTYPE,0,75,75
23,DEFAULT_VEHTYPE,46,86,40
20,DEFAULT_VEHTYPE,40,121,81
52,DEFAULT_VEHTYPE,104,146,42
22,DEFAULT_VEHTYPE,44,154,110
43,DEFAULT_VEHTYPE,86,155,69
39,DEFAULT_VEHTYPE,78,160,82
13,DEFAULT_VEHTYPE,26,163,137
19,DEFAULT_VEHTYPE,38,171,133
10,DEFAULT_VEHTYPE,20,175,155
60,DEFAULT_VEHTYPE,120,176,56
7,DEFAULT_VEHTYPE,14,177,163
35,DEFAULT_VEHTYPE,70,191,121
46,DEFAULT_VEHTYPE,92,193,101
62,DEFAULT_VEHTYPE,124,215,91
18,DEFAULT_VEHTYPE,36,223,187
65,DEFAULT_VEHTYPE,130,226,96
16,DEFAULT_VEHTYPE,32,237,205
55,DEFAULT_VEHTYPE,110,238,128
91,DEFAULT_VEHTYPE,182,243,61
69,DEFAULT_VEHTYPE,138,248,110
32,DEFAULT_VEHTYPE,64,250,186
1,DEFAULT_VEHTYPE,2,262,260
26,DEFAULT_VEHTYPE,52,267,215
51,DEFAULT_VEHTYPE,102,272,170
61,DEFAULT_VEHTYPE,122,272,150
107,DEFAULT_VEHTYPE,214,277,63
68,DEFAULT_VEHTYPE,136,281,145
63,DEFAULT_VEHTYPE,126,282,156
90,DEFAULT_VEHTYPE,180,287,107
70,DEFAULT_VEHTYPE,140,290,150
85,DEFAULT_VEHTYPE,170,290,120
98,DEFAULT_VEHTYPE,196,293,97
73,DEFAULT_VEHTYPE,146,295,149
123,DEFAULT_VEHTYPE,246,296,50
28,DEFAULT_VEHTYPE,56,297,241
57,DEFAULT_VEHTYPE,114,300,186
72,DEFAULT_VEHTYPE,144,306,162
108,DEFAULT_VEHTYPE,216,307,91
6,DEFAULT_VEHTYPE,12,308,296
125,DEFAULT_VEHTYPE,250,308,58
106,DEFAULT_VEHTYPE,212,309,97
119,DEFAULT_VEHTYPE,238,316,78
37,DEFAULT_VEHTYPE,74,320,246
94,DEFAULT_VEHTYPE,188,323,135
58,DEFAULT_VEHTYPE,116,324,208
104,DEFAULT_VEHTYPE,209,325,116
89,DEFAULT_VEHTYPE,178,334,156
79,DEFAULT_VEHTYPE,158,338,180
86,DEFAULT_VEHTYPE,172,340,168
54,DEFAULT_VEHTYPE,108,344,236
122,DEFAULT_VEHTYPE,244,350,106
105,DEFAULT_VEHTYPE,210,351,141
134,DEFAULT_VEHTYPE,268,351,83
153,DEFAULT_VEHTYPE,306,357,51
130,DEFAULT_VEHTYPE,260,363,103
31,DEFAULT_VEHTYPE,62,364,302
64,DEFAULT_VEHTYPE,128,364,236
88,DEFAULT_VEHTYPE,176,365,189
133,DEFAULT_VEHTYPE,266,371,105
141,DEFAULT_VEHTYPE,282,372,90
126,DEFAULT_VEHTYPE,253,375,122
127,DEFAULT_VEHTYPE,254,376,122
15,DEFAULT_VEHTYPE,31,377,346
44,DEFAULT_VEHTYPE,88,377,289
158,DEFAULT_VEHTYPE,316,377,61
12,DEFAULT_VEHTYPE,24,379,355
136,DEFAULT_VEHTYPE,272,383,111
103,DEFAULT_VEHTYPE,206,386,180
138,DEFAULT_VEHTYPE,276,386,110
34,DEFAULT_VEHTYPE,68,388,320
128,DEFAULT_VEHTYPE,256,389,133
97,DEFAULT_VEHTYPE,194,394,200
152,DEFAULT_VEHTYPE,304,395,91
137,DEFAULT_VEHTYPE,274,401,127
146,DEFAULT_VEHTYPE,292,401,109
53,DEFAULT_VEHTYPE,106,402,296
93,DEFAULT_VEHTYPE,186,409,223
11,DEFAULT_VEHTYPE,22,410,388
124,DEFAULT_VEHTYPE,248,414,166
41,DEFAULT_VEHTYPE,82,420,338
27,DEFAULT_VEHTYPE,54,422,368
113,DEFAULT_VEHTYPE,226,425,199
99,DEFAULT_VEHTYPE,198,426,228
78,DEFAULT_VEHTYPE,156,427,271
120,DEFAULT_VEHTYPE,240,429,189
129,DEFAULT_VEHTYPE,258,430,172
8,DEFAULT_VEHTYPE,16,436,420
56,DEFAULT_VEHTYPE,112,436,324
38,DEFAULT_VEHTYPE,76,438,362
117,DEFAULT_VEHTYPE,234,440,206
74,DEFAULT_VEHTYPE,148,442,294
166,DEFAULT_VEHTYPE,332,446,114
50,DEFAULT_VEHTYPE,100,449,349
24,DEFAULT_VEHTYPE,48,451,403
59,DEFAULT_VEHTYPE,118,453,335
76,DEFAULT_VEHTYPE,152,455,303
81,DEFAULT_VEHTYPE,162,455,293
157,DEFAULT_VEHTYPE,314,457,143
162,DEFAULT_VEHTYPE,324,457,133
36,DEFAULT_VEHTYPE,72,460,388
29,DEFAULT_VEHTYPE,58,461,403
45,DEFAULT_VEHTYPE,90,461,371
96,DEFAULT_VEHTYPE,192,461,269
177,DEFAULT_VEHTYPE,354,465,111
80,DEFAULT_VEHTYPE,160,466,306
30,DEFAULT_VEHTYPE,60,467,407
42,DEFAULT_VEHTYPE,84,469,385
83,DEFAULT_VEHTYPE,166,469,303
132,DEFAULT_VEHTYPE,264,470,206
49,DEFAULT_VEHTYPE,98,473,375
171,DEFAULT_VEHTYPE,342,473,131
9,DEFAULT_VEHTYPE,18,474,456
195,DEFAULT_VEHTYPE,390,475,85
206,DEFAULT_VEHTYPE,412,479,67
142,DEFAULT_VEHTYPE,284,482,198
176,DEFAULT_VEHTYPE,352,486,134
92,DEFAULT_VEHTYPE,184,489,305
4,DEFAULT_VEHTYPE,8,491,483
87,DEFAULT_VEHTYPE,174,491,317
207,DEFAULT_VEHTYPE,414,491,77
144,DEFAULT_VEHTYPE,288,494,206
212,DEFAULT_VEHTYPE,424,498,74
168,DEFAULT_VEHTYPE,336,499,163
190,DEFAULT_VEHTYPE,380,512,132
21,DEFAULT_VEHTYPE,42,516,474
2,DEFAULT_VEHTYPE,4,521,517
135,DEFAULT_VEHTYPE,270,523,253
225,DEFAULT_VEHTYPE,450,523,73
77,DEFAULT_VEHTYPE,154,527,373
170,DEFAULT_VEHTYPE,340,534,194
25,DEFAULT_VEHTYPE,50,539,489
189,DEFAULT_VEHTYPE,378,540,162
180,DEFAULT_VEHTYPE,360,541,181
47,DEFAULT_VEHTYPE,94,542,448
188,DEFAULT_VEHTYPE,376,542,166
198,DEFAULT_VEHTYPE,396,542,146
40,DEFAULT_VEHTYPE,80,544,464
75,DEFAULT_VEHTYPE,150,547,397
163,DEFAULT_VEHTYPE,326,547,221
33,DEFAULT_VEHTYPE,66,548,482
203,DEFAULT_VEHTYPE,406,550,144
155,DEFAULT_VEHTYPE,310,551,241
121,DEFAULT_VEHTYPE,242,555,313
222,DEFAULT_VEHTYPE,444,560,116
71,DEFAULT_VEHTYPE,142,565,423
197,DEFAULT_VEHTYPE,394,566,172
118,DEFAULT_VEHTYPE,236,572,336
209,DEFAULT_VEHTYPE,418,576,158
66,DEFAULT_VEHTYPE,132,578,446
5,DEFAULT_VEHTYPE,10,579,569
115,DEFAULT_VEHTYPE,230,579,349
244,DEFAULT_VEHTYPE,488,581,93
139,DEFAULT_VEHTYPE,278,582,304
160,DEFAULT_VEHTYPE,320,585,265
194,DEFAULT_VEHTYPE,388,585,197
226,DEFAULT_VEHTYPE,452,586,134
17,DEFAULT_VEHTYPE,34,587,553
154,DEFAULT_VEHTYPE,308,590,282
193,DEFAULT_VEHTYPE,386,590,204
250,DEFAULT_VEHTYPE,500,590,90
161,DEFAULT_VEHTYPE,322,592,270
100,DEFAULT_VEHTYPE,200,595,395
228,DEFAULT_VEHTYPE,456,595,139
101,DEFAULT_VEHTYPE,202,596,394
151,DEFAULT_VEHTYPE,302,600,298
67,DEFAULT_VEHTYPE,134,603,469
149,DEFAULT_VEHTYPE,298,603,305
229,DEFAULT_VEHTYPE,458,603,145
249,DEFAULT_VEHTYPE,498,611,113
173,DEFAULT_VEHTYPE,346,613,267
179,DEFAULT_VEHTYPE,358,614,256
84,DEFAULT_VEHTYPE,168,617,449
235,DEFAULT_VEHTYPE,470,618,148
294,DEFAULT_VEHTYPE,588,618,30
102,DEFAULT_VEHTYPE,204,620,416
156,DEFAULT_VEHTYPE,312,621,309
245,DEFAULT_VEHTYPE,490,621,131
165,DEFAULT_VEHTYPE,330,626,296
238,DEFAULT_VEHTYPE,476,632,156
131,DEFAULT_VEHTYPE,262,634,372
205,DEFAULT_VEHTYPE,410,637,227
185,DEFAULT_VEHTYPE,370,640,270
148,DEFAULT_VEHTYPE,296,644,348
200,DEFAULT_VEHTYPE,400,644,244
266,DEFAULT_VEHTYPE,532,644,112
246,DEFAULT_VEHTYPE,492,646,154
114,DEFAULT_VEHTYPE,228,647,419
48,DEFAULT_VEHTYPE,96,649,553
183,DEFAULT_VEHTYPE,366,651,285
150,DEFAULT_VEHTYPE,300,652,352
174,DEFAULT_VEHTYPE,348,654,306
112,DEFAULT_VEHTYPE,224,656,432
243,DEFAULT_VEHTYPE,486,658,172
178,DEFAULT_VEHTYPE,356,659,303
145,DEFAULT_VEHTYPE,290,663,373
233,DEFAULT_VEHTYPE,466,663,197
111,DEFAULT_VEHTYPE,224,664,440
224,DEFAULT_VEHTYPE,448,664,216
110,DEFAULT_VEHTYPE,220,665,445
240,DEFAULT_VEHTYPE,480,668,188
221,DEFAULT_VEHTYPE,442,672,230
262,DEFAULT_VEHTYPE,524,676,152
184,DEFAULT_VEHTYPE,368,679,311
264,DEFAULT_VEHTYPE,528,686,158
316,DEFAULT_VEHTYPE,632,686,54
169,DEFAULT_VEHTYPE,338,688,350
305,DEFAULT_VEHTYPE,610,690,80
285,DEFAULT_VEHTYPE,570,693,123
116,DEFAULT_VEHTYPE,232,694,462
280,DEFAULT_VEHTYPE,560,698,138
t1B3-b2739-sl4.0,bus,2,702,700
277,DEFAULT_VEHTYPE,555,702,147
282,DEFAULT_VEHTYPE,564,704,140
296,DEFAULT_VEHTYPE,592,705,113
181,DEFAULT_VEHTYPE,362,707,345
241,DEFAULT_VEHTYPE,482,707,225
218,DEFAULT_VEHTYPE,436,711,275
239,DEFAULT_VEHTYPE,478,713,235
321,DEFAULT_VEHTYPE,642,713,71
214,DEFAULT_VEHTYPE,430,722,292
302,DEFAULT_VEHTYPE,604,722,118
109,DEFAULT_VEHTYPE,218,723,505
202,DEFAULT_VEHTYPE,404,733,329
